new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
430,Jermaine Couisnard,jermainecouisnard,2025-2026,G League,TOT,pasted_stats_table,1.423190551632567,1.0,0.21865109541915626,0.0,0.5,common CBA source league/pathway; high usage proxy,9,13.0,10.2,0.458111111111111,0.3401814300960512,0.217,0.174,0.833,,,27.0,,,https://www.youtube.com/results?search_query=Jermaine+Couisnard+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jermaine+Couisnard+G+League+basketball+highlights,Jermaine Couisnard G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jermaine+Couisnard%22+basketball,https://www.google.com/search?q=%22Jermaine+Couisnard%22+%22G+League%22+official+basketball+stats,430,1.423190551632567,2025-2026
431,Dylan Cardwell,dylancardwell,2025-2026,G League,STO,pasted_stats_table,1.4205643671917436,1.0,0.4495908021003078,0.0,0.5,common CBA source league/pathway; efficient scoring profile,3,29.33333333333333,9.4,0.2806666666666666,0.7339163023110556,0.714,0.0,0.5,,,24.0,,,https://www.youtube.com/results?search_query=Dylan+Cardwell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dylan+Cardwell+G+League+basketball+highlights,Dylan Cardwell G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Dylan+Cardwell%22+basketball,https://www.google.com/search?q=%22Dylan+Cardwell%22+%22G+League%22+official+basketball+stats,431,1.4205643671917436,2025-2026
432,Coleman Hawkins,colemanhawkins,2025-2026,G League,GRG,pasted_stats_table,1.420192188725934,1.0,0.356879866014847,0.0,0.5,common CBA source league/pathway,35,31.114285714285717,10.1,0.3158888888888888,0.5756953944368446,0.498,0.232,0.6,,,24.0,,,https://www.youtube.com/results?search_query=Coleman+Hawkins+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Coleman+Hawkins+G+League+basketball+highlights,Coleman Hawkins G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Coleman+Hawkins%22+basketball,https://www.google.com/search?q=%22Coleman+Hawkins%22+%22G+League%22+official+basketball+stats,432,1.420192188725934,2025-2026
433,Leaky Black,leakyblack,2025-2026,G League,CCG,pasted_stats_table,1.4187467484458929,1.0,0.41920921600579397,0.0,0.5,common CBA source league/pathway; efficient scoring profile,24,35.666666666666664,10.0,0.2557777777777777,0.601829561868079,0.471,0.434,0.588,,,26.0,,,https://www.youtube.com/results?search_query=Leaky+Black+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Leaky+Black+G+League+basketball+highlights,Leaky Black G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Leaky+Black%22+basketball,https://www.google.com/search?q=%22Leaky+Black%22+%22G+League%22+official+basketball+stats,433,1.4187467484458929,2025-2026
434,Trey Jemison,treyjemison,2025-2026,G League,WES,pasted_stats_table,1.4174961071881225,1.0,0.3819844287524896,0.0,0.5,common CBA source league/pathway; efficient scoring profile,21,27.952380952380956,10.2,0.272,0.6381381381381381,0.59,0.5,0.533,,,26.0,,,https://www.youtube.com/results?search_query=Trey+Jemison+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Trey+Jemison+G+League+basketball+highlights,Trey Jemison G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Trey+Jemison%22+basketball,https://www.google.com/search?q=%22Trey+Jemison%22+%22G+League%22+official+basketball+stats,434,1.4174961071881225,2025-2026
435,Eli Cain,elicain,2025-2026,G League,TOT,pasted_stats_table,1.4165145075140324,1.0,0.19905803005612893,0.0,0.5,common CBA source league/pathway,7,12.428571428571429,12.0,0.307,0.5632745024408561,0.44,0.385,0.5,,,,,,https://www.youtube.com/results?search_query=Eli+Cain+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Eli+Cain+G+League+basketball+highlights,Eli Cain G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Eli+Cain%22+basketball,https://www.google.com/search?q=%22Eli+Cain%22+%22G+League%22+official+basketball+stats,435,1.4165145075140324,2025-2026
436,Osayi Osifo,osayiosifo,2025-2026,G League,AUS,pasted_stats_table,1.416235626772889,1.0,0.31923139598044536,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,20,18.8,10.6,0.320111111111111,0.6291547958214625,0.551,,0.636,,,,,,https://www.youtube.com/results?search_query=Osayi+Osifo+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Osayi+Osifo+G+League+basketball+highlights,Osayi Osifo G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Osayi+Osifo%22+basketball,https://www.google.com/search?q=%22Osayi+Osifo%22+%22G+League%22+official+basketball+stats,436,1.416235626772889,2025-2026
437,Romeo Weems,romeoweems,2025-2026,G League,RIP,pasted_stats_table,1.415800870601726,1.0,0.23698126018468224,0.0,0.5,common CBA source league/pathway,28,22.285714285714285,10.8,0.3622222222222222,0.4804270462633452,0.38,0.267,0.588,,,24.0,,,https://www.youtube.com/results?search_query=Romeo+Weems+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Romeo+Weems+G+League+basketball+highlights,Romeo Weems G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Romeo+Weems%22+basketball,https://www.google.com/search?q=%22Romeo+Weems%22+%22G+League%22+official+basketball+stats,437,1.415800870601726,2025-2026
438,Lahat Thioune,lahatthioune,2025-2026,G League,TOT,pasted_stats_table,1.414953640835295,1.0,0.21425900778562373,0.0,0.5,common CBA source league/pathway,17,14.411764705882351,11.3,0.3415555555555555,0.5596275752773376,0.5,0.4,0.833,,,26.0,,,https://www.youtube.com/results?search_query=Lahat+Thioune+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Lahat+Thioune+G+League+basketball+highlights,Lahat Thioune G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Lahat+Thioune%22+basketball,https://www.google.com/search?q=%22Lahat+Thioune%22+%22G+League%22+official+basketball+stats,438,1.414953640835295,2025-2026
439,Stevie Mitchell,steviemitchell,2025-2026,G League,RGV,pasted_stats_table,1.4149142072545116,1.0,0.2625457179069346,0.0,0.5,common CBA source league/pathway; efficient scoring profile,22,20.63636363636364,11.2,0.301111111111111,0.5809128630705395,0.457,0.328,0.692,,,23.0,,,https://www.youtube.com/results?search_query=Stevie+Mitchell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Stevie+Mitchell+G+League+basketball+highlights,Stevie Mitchell G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Stevie+Mitchell%22+basketball,https://www.google.com/search?q=%22Stevie+Mitchell%22+%22G+League%22+official+basketball+stats,439,1.4149142072545116,2025-2026
440,Elfrid Payton,elfridpayton,2025-2026,G League,AUS,pasted_stats_table,1.4121232044782424,1.0,0.25793726235741443,0.0,0.5,common CBA source league/pathway,29,22.310344827586206,10.3,0.3665555555555556,0.5257247856267864,0.473,0.24,0.625,,,30.0,,,https://www.youtube.com/results?search_query=Elfrid+Payton+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Elfrid+Payton+G+League+basketball+highlights,Elfrid Payton G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Elfrid+Payton%22+basketball,https://www.google.com/search?q=%22Elfrid+Payton%22+%22G+League%22+official+basketball+stats,440,1.4121232044782424,2025-2026
441,Charles Bediako,charlesbediako,2025-2026,G League,MCC,pasted_stats_table,1.406862016416199,1.0,0.3083369545536846,0.0,0.5,common CBA source league/pathway; efficient scoring profile,6,15.666666666666666,10.0,0.3191111111111111,0.6503642039542143,0.588,0.0,0.429,,,23.0,,,https://www.youtube.com/results?search_query=Charles+Bediako+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Charles+Bediako+G+League+basketball+highlights,Charles Bediako G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Charles+Bediako%22+basketball,https://www.google.com/search?q=%22Charles+Bediako%22+%22G+League%22+official+basketball+stats,441,1.406862016416199,2025-2026
442,Kalib Boone,kalibboone,2025-2026,G League,TOT,pasted_stats_table,1.4038086034160178,1.0,0.29978996921962703,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,15.5,10.5,0.2754444444444444,0.6549401197604791,0.589,0.214,0.722,,,25.0,,,https://www.youtube.com/results?search_query=Kalib+Boone+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kalib+Boone+G+League+basketball+highlights,Kalib Boone G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kalib+Boone%22+basketball,https://www.google.com/search?q=%22Kalib+Boone%22+%22G+League%22+official+basketball+stats,442,1.4038086034160178,2025-2026
443,Jamarion Sharp,jamarionsharp,2025-2026,G League,TEX,pasted_stats_table,1.3997032093065362,1.0,0.3908795038928119,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,25,24.92,10.1,0.2223333333333333,0.710867117117117,0.712,,0.37,,,,,,https://www.youtube.com/results?search_query=Jamarion+Sharp+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jamarion+Sharp+G+League+basketball+highlights,Jamarion Sharp G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jamarion+Sharp%22+basketball,https://www.google.com/search?q=%22Jamarion+Sharp%22+%22G+League%22+official+basketball+stats,443,1.3997032093065362,2025-2026
444,James Reese,jamesreese,2025-2026,G League,SBL,pasted_stats_table,1.399070666606313,1.0,0.23850488864747418,0.0,0.5,common CBA source league/pathway,2,18.0,10.0,0.3577777777777778,0.563063063063063,0.25,0.4,1.0,,,27.0,,,https://www.youtube.com/results?search_query=James+Reese+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=James+Reese+G+League+basketball+highlights,James Reese G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22James+Reese%22+basketball,https://www.google.com/search?q=%22James+Reese%22+%22G+League%22+official+basketball+stats,444,1.399070666606313,2025-2026
445,Justin Jackson,justinjackson,2025-2026,G League,WCB,pasted_stats_table,1.3983537479630637,1.0,0.17974832518558753,0.0,0.5,common CBA source league/pathway,22,14.772727272727272,11.1,0.3256666666666666,0.522402108433735,0.386,0.278,0.579,,,28.0,,,https://www.youtube.com/results?search_query=Justin+Jackson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Justin+Jackson+G+League+basketball+highlights,Justin Jackson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Justin+Jackson%22+basketball,https://www.google.com/search?q=%22Justin+Jackson%22+%22G+League%22+official+basketball+stats,445,1.3983537479630637,2025-2026
446,Toby Okani,tobyokani,2025-2026,G League,WES,pasted_stats_table,1.3934881405033497,1.0,0.19728589534673185,0.0,0.5,common CBA source league/pathway,34,19.705882352941178,10.2,0.3606666666666667,0.4601226993865031,0.359,0.279,0.476,,,24.0,,,https://www.youtube.com/results?search_query=Toby+Okani+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Toby+Okani+G+League+basketball+highlights,Toby Okani G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Toby+Okani%22+basketball,https://www.google.com/search?q=%22Toby+Okani%22+%22G+League%22+official+basketball+stats,446,1.3934881405033497,2025-2026
447,T.J. Weeks,tjweeks,2025-2026,G League,OKL,pasted_stats_table,1.3926659952320597,1.0,0.36355286981712837,0.0,0.5,common CBA source league/pathway; efficient scoring profile,2,33.5,9.7,0.2311111111111111,0.5829326923076923,0.4,0.308,1.0,,,25.0,,,https://www.youtube.com/results?search_query=T.J.+Weeks+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=T.J.+Weeks+G+League+basketball+highlights,T.J. Weeks G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22T.J.+Weeks%22+basketball,https://www.google.com/search?q=%22T.J.+Weeks%22+%22G+League%22+official+basketball+stats,447,1.3926659952320597,2025-2026
448,Marcus Burk,marcusburk,2025-2026,G League,VAL,pasted_stats_table,1.3925070613796848,1.0,0.3130282455187398,0.0,0.5,common CBA source league/pathway; efficient scoring profile,35,23.571428571428573,10.1,0.249,0.6185693287604116,0.456,0.387,0.786,,,,,,https://www.youtube.com/results?search_query=Marcus+Burk+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Marcus+Burk+G+League+basketball+highlights,Marcus Burk G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Marcus+Burk%22+basketball,https://www.google.com/search?q=%22Marcus+Burk%22+%22G+League%22+official+basketball+stats,448,1.3925070613796848,2025-2026
449,Derrin Boyd,derrinboyd,2025-2026,G League,TOT,pasted_stats_table,1.3919405139115215,1.0,0.19087316675719718,0.0,0.5,common CBA source league/pathway,8,19.125,10.4,0.3448888888888889,0.4720406681190995,0.318,0.292,0.833,,,25.0,,,https://www.youtube.com/results?search_query=Derrin+Boyd+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Derrin+Boyd+G+League+basketball+highlights,Derrin Boyd G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Derrin+Boyd%22+basketball,https://www.google.com/search?q=%22Derrin+Boyd%22+%22G+League%22+official+basketball+stats,449,1.3919405139115215,2025-2026
450,Kalil Thomas,kalilthomas,2025-2026,G League,TOT,pasted_stats_table,1.3899321307864083,1.0,0.21157296759007785,0.0,0.444,common CBA source league/pathway; data warning: low_performance_stat_coverage,5,20.6,10.5,0.3305555555555555,0.5,0.367,0.32,,,,,,,https://www.youtube.com/results?search_query=Kalil+Thomas+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kalil+Thomas+G+League+basketball+highlights,Kalil Thomas G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kalil+Thomas%22+basketball,https://www.google.com/search?q=%22Kalil+Thomas%22+%22G+League%22+official+basketball+stats,450,1.3899321307864083,2025-2026
451,Lucas Williamson,lucaswilliamson,2025-2026,G League,TOT,pasted_stats_table,1.3892756880318666,1.0,0.24176941879413363,0.0,0.5,common CBA source league/pathway,34,25.58823529411765,10.0,0.3153333333333333,0.5180273518441774,0.364,0.32,0.65,,,,,,https://www.youtube.com/results?search_query=Lucas+Williamson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Lucas+Williamson+G+League+basketball+highlights,Lucas Williamson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Lucas+Williamson%22+basketball,https://www.google.com/search?q=%22Lucas+Williamson%22+%22G+League%22+official+basketball+stats,451,1.3892756880318666,2025-2026
452,Luke Goode,lukegoode,2025-2026,G League,SBL,pasted_stats_table,1.3869926443961615,1.0,0.17997057758464602,0.0,0.5,common CBA source league/pathway,31,16.93548387096774,10.6,0.32,0.5038022813688212,0.373,0.336,0.429,,,23.0,,,https://www.youtube.com/results?search_query=Luke+Goode+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Luke+Goode+G+League+basketball+highlights,Luke Goode G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Luke+Goode%22+basketball,https://www.google.com/search?q=%22Luke+Goode%22+%22G+League%22+official+basketball+stats,452,1.3869926443961615,2025-2026
453,Pierre Crockrell II,pierrecrockrell,2025-2026,G League,TOT,pasted_stats_table,1.3838239860583017,1.0,0.2212959442332066,0.0,0.5,common CBA source league/pathway,18,22.05555555555556,9.3,0.37,0.4783950617283951,0.467,1.0,0.6,,,,,,https://www.youtube.com/results?search_query=Pierre+Crockrell+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Pierre+Crockrell+II+G+League+basketball+highlights,Pierre Crockrell II G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Pierre+Crockrell+II%22+basketball,https://www.google.com/search?q=%22Pierre+Crockrell+II%22+%22G+League%22+official+basketball+stats,453,1.3838239860583017,2025-2026
