new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
390,Ray Spalding,rayspalding,2025-2026,G League,NOB,pasted_stats_table,1.4795036589413966,1.0,0.2911257468766974,0.0,0.5,common CBA source league/pathway; high usage proxy,4,12.0,10.5,0.5868888888888889,0.2788400254939452,0.304,0.0,0.0,,,28.0,,,https://www.youtube.com/results?search_query=Ray+Spalding+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ray+Spalding+G+League+basketball+highlights,Ray Spalding G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ray+Spalding%22+basketball,https://www.google.com/search?q=%22Ray+Spalding%22+%22G+League%22+official+basketball+stats,390,1.4795036589413966,2025-2026
391,Kaleb Johnson,kalebjohnson,2025-2026,G League,VAL,pasted_stats_table,1.4792821383306176,1.0,0.38346188665580305,0.0,0.5,common CBA source league/pathway; efficient scoring profile,28,20.75,12.9,0.3016666666666666,0.6677018633540373,0.644,0.583,0.36,,,,,,https://www.youtube.com/results?search_query=Kaleb+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kaleb+Johnson+G+League+basketball+highlights,Kaleb Johnson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kaleb+Johnson%22+basketball,https://www.google.com/search?q=%22Kaleb+Johnson%22+%22G+League%22+official+basketball+stats,391,1.4792821383306176,2025-2026
392,Reece Beekman,reecebeekman,2025-2026,G League,OSC,pasted_stats_table,1.4787251191985031,1.0,0.427011587905124,0.0,0.5,common CBA source league/pathway; efficient scoring profile,34,32.47058823529412,11.7,0.3518888888888888,0.5868780096308186,0.451,0.315,0.742,,,,,,https://www.youtube.com/results?search_query=Reece+Beekman+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Reece+Beekman+G+League+basketball+highlights,Reece Beekman G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Reece+Beekman%22+basketball,https://www.google.com/search?q=%22Reece+Beekman%22+%22G+League%22+official+basketball+stats,392,1.4787251191985031,2025-2026
393,D'Moi Hodge,dmoihodge,2025-2026,G League,TEX,pasted_stats_table,1.4767266431287345,1.0,0.32190657251493754,0.0,0.5,common CBA source league/pathway,33,25.272727272727277,12.8,0.361,0.5567153792623522,0.385,0.344,0.818,,,27.0,,,https://www.youtube.com/results?search_query=D%27Moi+Hodge+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=D%27Moi+Hodge+G+League+basketball+highlights,D'Moi Hodge G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22D%27Moi+Hodge%22+basketball,https://www.google.com/search?q=%22D%27Moi+Hodge%22+%22G+League%22+official+basketball+stats,393,1.4767266431287345,2025-2026
394,Desmond Cambridge,desmondcambridge,2025-2026,G League,TOT,pasted_stats_table,1.4766449846098137,1.0,0.2629132717725874,0.0,0.5,common CBA source league/pathway,30,18.0,12.9,0.4116666666666667,0.5070754716981132,0.404,0.297,0.625,,,27.0,,,https://www.youtube.com/results?search_query=Desmond+Cambridge+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Desmond+Cambridge+G+League+basketball+highlights,Desmond Cambridge G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Desmond+Cambridge%22+basketball,https://www.google.com/search?q=%22Desmond+Cambridge%22+%22G+League%22+official+basketball+stats,394,1.4766449846098137,2025-2026
395,John Butler,johnbutler,2025-2026,G League,WIS,pasted_stats_table,1.476409401593337,1.0,0.4559709397066811,0.0,0.5,common CBA source league/pathway; efficient scoring profile,35,29.17142857142857,12.1,0.2816666666666667,0.6843891402714932,0.508,0.405,0.862,,,23.0,,,https://www.youtube.com/results?search_query=John+Butler+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=John+Butler+G+League+basketball+highlights,John Butler G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22John+Butler%22+basketball,https://www.google.com/search?q=%22John+Butler%22+%22G+League%22+official+basketball+stats,395,1.476409401593337,2025-2026
396,Olivier-Maxence Prosper,oliviermaxenceprosper,2025-2026,G League,MHU,pasted_stats_table,1.4762544269418794,1.0,0.2930843744341843,0.0,0.389,common CBA source league/pathway; data warning: low_performance_stat_coverage,1,22.0,13.1,0.4083333333333333,0.5,0.5,,,,,,,,https://www.youtube.com/results?search_query=Olivier-Maxence+Prosper+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Olivier-Maxence+Prosper+G+League+basketball+highlights,Olivier-Maxence Prosper G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Olivier-Maxence+Prosper%22+basketball,https://www.google.com/search?q=%22Olivier-Maxence+Prosper%22+%22G+League%22+official+basketball+stats,396,1.4762544269418794,2025-2026
397,Kendall Munson,kendallmunson,2025-2026,G League,OKL,pasted_stats_table,1.475223119983101,1.0,0.3331147021546261,0.0,0.5,common CBA source league/pathway,28,22.857142857142858,12.2,0.3917777777777778,0.5752546208977743,0.54,0.0,0.552,,,24.0,,,https://www.youtube.com/results?search_query=Kendall+Munson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kendall+Munson+G+League+basketball+highlights,Kendall Munson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kendall+Munson%22+basketball,https://www.google.com/search?q=%22Kendall+Munson%22+%22G+League%22+official+basketball+stats,397,1.475223119983101,2025-2026
398,Lawson Lovering,lawsonlovering,2025-2026,G League,MHU,pasted_stats_table,1.4745852420182268,1.0,0.4078965236284628,0.0,0.5,common CBA source league/pathway; efficient scoring profile,19,26.42105263157895,12.1,0.3224444444444445,0.6430697278911565,0.598,0.5,0.455,,,22.0,,,https://www.youtube.com/results?search_query=Lawson+Lovering+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Lawson+Lovering+G+League+basketball+highlights,Lawson Lovering G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Lawson+Lovering%22+basketball,https://www.google.com/search?q=%22Lawson+Lovering%22+%22G+League%22+official+basketball+stats,398,1.4745852420182268,2025-2026
399,Hank Morgan,hankmorgan,2025-2026,G League,TOT,pasted_stats_table,1.4744241882431046,1.0,0.32325230852797393,0.0,0.5,common CBA source league/pathway; efficient scoring profile,24,17.291666666666668,13.1,0.3264444444444444,0.6207354056103108,0.475,0.414,0.667,,,23.0,,,https://www.youtube.com/results?search_query=Hank+Morgan+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Hank+Morgan+G+League+basketball+highlights,Hank Morgan G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Hank+Morgan%22+basketball,https://www.google.com/search?q=%22Hank+Morgan%22+%22G+League%22+official+basketball+stats,399,1.4744241882431046,2025-2026
400,Gabe Madsen,gabemadsen,2025-2026,G League,SXF,pasted_stats_table,1.4730637259339732,1.0,0.3706993481803368,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,28.38888888888889,12.4,0.3295555555555555,0.5925076452599389,0.45,0.374,0.667,,,24.0,,,https://www.youtube.com/results?search_query=Gabe+Madsen+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Gabe+Madsen+G+League+basketball+highlights,Gabe Madsen G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Gabe+Madsen%22+basketball,https://www.google.com/search?q=%22Gabe+Madsen%22+%22G+League%22+official+basketball+stats,400,1.4730637259339732,2025-2026
401,Justin Minaya,justinminaya,2025-2026,G League,OSC,pasted_stats_table,1.4642116980505764,1.0,0.36829123664674995,0.0,0.5,common CBA source league/pathway,34,29.705882352941178,11.9,0.3365555555555555,0.5767739433889105,0.44,0.305,0.667,,,26.0,,,https://www.youtube.com/results?search_query=Justin+Minaya+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Justin+Minaya+G+League+basketball+highlights,Justin Minaya G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Justin+Minaya%22+basketball,https://www.google.com/search?q=%22Justin+Minaya%22+%22G+League%22+official+basketball+stats,401,1.4642116980505764,2025-2026
402,Paul Watson,paulwatson,2025-2026,G League,MHU,pasted_stats_table,1.4634498913633895,1.0,0.3204662321202245,0.0,0.5,common CBA source league/pathway,27,27.37037037037037,12.3,0.3493333333333333,0.550286327845383,0.413,0.371,0.667,,,31.0,,,https://www.youtube.com/results?search_query=Paul+Watson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Paul+Watson+G+League+basketball+highlights,Paul Watson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Paul+Watson%22+basketball,https://www.google.com/search?q=%22Paul+Watson%22+%22G+League%22+official+basketball+stats,402,1.4634498913633895,2025-2026
403,Cam Young,camyoung,2025-2026,G League,TOT,pasted_stats_table,1.4617942392419578,1.0,0.3282880680789426,0.0,0.5,common CBA source league/pathway; efficient scoring profile,11,16.363636363636363,12.6,0.3108888888888889,0.6433823529411765,0.533,0.5,0.778,,,25.0,,,https://www.youtube.com/results?search_query=Cam+Young+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cam+Young+G+League+basketball+highlights,Cam Young G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cam+Young%22+basketball,https://www.google.com/search?q=%22Cam+Young%22+%22G+League%22+official+basketball+stats,403,1.4617942392419578,2025-2026
404,Parker Van Dyke,parkervandyke,2025-2026,G League,SLC,pasted_stats_table,1.4607903675538656,1.0,0.38022813688212925,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,1,15.0,14.4,0.1333333333333333,1.5,1.0,1.0,,,,,,,https://www.youtube.com/results?search_query=Parker+Van+Dyke+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Parker+Van+Dyke+G+League+basketball+highlights,Parker Van Dyke G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Parker+Van+Dyke%22+basketball,https://www.google.com/search?q=%22Parker+Van+Dyke%22+%22G+League%22+official+basketball+stats,404,1.4607903675538656,2025-2026
405,Cheikh Mbacke Diong,cheikhmbackediong,2025-2026,G League,TOT,pasted_stats_table,1.4607273296517593,1.0,0.26046487416259273,0.0,0.5,common CBA source league/pathway; efficient scoring profile,10,5.6,12.9,0.3504444444444444,0.6019036954087347,0.643,0.333,0.167,,,,,,https://www.youtube.com/results?search_query=Cheikh+Mbacke+Diong+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cheikh+Mbacke+Diong+G+League+basketball+highlights,Cheikh Mbacke Diong G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cheikh+Mbacke+Diong%22+basketball,https://www.google.com/search?q=%22Cheikh+Mbacke+Diong%22+%22G+League%22+official+basketball+stats,405,1.4607273296517593,2025-2026
406,Kameron Warrens,kameronwarrens,2025-2026,G League,MNE,pasted_stats_table,1.4585819376546563,1.0,0.24554997284084737,0.0,0.5,common CBA source league/pathway,28,19.428571428571427,12.4,0.3967777777777778,0.4966356936879205,0.392,0.291,0.706,,,25.0,,,https://www.youtube.com/results?search_query=Kameron+Warrens+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kameron+Warrens+G+League+basketball+highlights,Kameron Warrens G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kameron+Warrens%22+basketball,https://www.google.com/search?q=%22Kameron+Warrens%22+%22G+League%22+official+basketball+stats,406,1.4585819376546563,2025-2026
407,David Muoka,davidmuoka,2025-2026,G League,LIN,pasted_stats_table,1.4578274714828896,1.0,0.32564321926489226,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,18.696969696969692,12.4,0.3136666666666666,0.6267691063485645,0.609,0.0,0.419,,,25.0,,,https://www.youtube.com/results?search_query=David+Muoka+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=David+Muoka+G+League+basketball+highlights,David Muoka G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22David+Muoka%22+basketball,https://www.google.com/search?q=%22David+Muoka%22+%22G+League%22+official+basketball+stats,407,1.4578274714828896,2025-2026
408,Jeremiah Tilmon,jeremiahtilmon,2025-2026,G League,WIS,pasted_stats_table,1.45506544601364,1.0,0.38137289516567086,0.0,0.5,common CBA source league/pathway; efficient scoring profile,25,18.8,11.6,0.3108888888888889,0.7080078125,0.615,0.333,0.75,,,27.0,,,https://www.youtube.com/results?search_query=Jeremiah+Tilmon+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jeremiah+Tilmon+G+League+basketball+highlights,Jeremiah Tilmon G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jeremiah+Tilmon%22+basketball,https://www.google.com/search?q=%22Jeremiah+Tilmon%22+%22G+League%22+official+basketball+stats,408,1.45506544601364,2025-2026
409,Kylor Kelley,kylorkelley,2025-2026,G League,SBL,pasted_stats_table,1.4539939329470697,1.0,0.4289312873438349,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,19,24.789473684210527,12.0,0.2494444444444444,0.7712082262210797,0.733,,0.577,,,28.0,,,https://www.youtube.com/results?search_query=Kylor+Kelley+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kylor+Kelley+G+League+basketball+highlights,Kylor Kelley G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kylor+Kelley%22+basketball,https://www.google.com/search?q=%22Kylor+Kelley%22+%22G+League%22+official+basketball+stats,409,1.4539939329470697,2025-2026
410,Gabe Levin,gabelevin,2025-2026,G League,STO,pasted_stats_table,1.4499845494598347,1.0,0.42482708672822744,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,27.51515151515152,11.1,0.2871111111111111,0.6738708110733365,0.565,0.0,0.796,,,,,,https://www.youtube.com/results?search_query=Gabe+Levin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Gabe+Levin+G+League+basketball+highlights,Gabe Levin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Gabe+Levin%22+basketball,https://www.google.com/search?q=%22Gabe+Levin%22+%22G+League%22+official+basketball+stats,410,1.4499845494598347,2025-2026
411,Dennis Smith Jr.,dennissmith,2025-2026,G League,TOT,pasted_stats_table,1.445484602269298,1.0,0.29304952018830344,0.0,0.5,common CBA source league/pathway,26,25.692307692307693,10.8,0.4248888888888889,0.439167208848406,0.368,0.277,0.563,,,28.0,,,https://www.youtube.com/results?search_query=Dennis+Smith+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dennis+Smith+Jr.+G+League+basketball+highlights,Dennis Smith Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Dennis+Smith+Jr.%22+basketball,https://www.google.com/search?q=%22Dennis+Smith+Jr.%22+%22G+League%22+official+basketball+stats,411,1.445484602269298,2025-2026
412,Caleb Stone-Carrawell,calebstonecarrawell,2025-2026,G League,TOT,pasted_stats_table,1.4445085098678256,1.0,0.2407007061379685,0.0,0.5,common CBA source league/pathway; efficient scoring profile,16,10.4375,12.5,0.3373333333333333,0.587185268695979,0.386,0.258,0.667,,,25.0,,,https://www.youtube.com/results?search_query=Caleb+Stone-Carrawell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Caleb+Stone-Carrawell+G+League+basketball+highlights,Caleb Stone-Carrawell G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Caleb+Stone-Carrawell%22+basketball,https://www.google.com/search?q=%22Caleb+Stone-Carrawell%22+%22G+League%22+official+basketball+stats,412,1.4445085098678256,2025-2026
413,Donte Ingram,donteingram,2025-2026,G League,IWA,pasted_stats_table,1.4432829455609875,1.0,0.25557622668839397,0.0,0.5,common CBA source league/pathway,29,20.75862068965517,12.2,0.3415555555555556,0.540014164305949,0.448,0.319,0.533,,,29.0,,,https://www.youtube.com/results?search_query=Donte+Ingram+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Donte+Ingram+G+League+basketball+highlights,Donte Ingram G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Donte+Ingram%22+basketball,https://www.google.com/search?q=%22Donte+Ingram%22+%22G+League%22+official+basketball+stats,413,1.4432829455609875,2025-2026
414,Steve Settle,stevesettle,2025-2026,G League,SXF,pasted_stats_table,1.4414013142012192,1.0,0.26938303458265433,0.0,0.5,common CBA source league/pathway,32,21.34375,12.0,0.3362222222222222,0.5553498704183636,0.385,0.347,0.742,,,24.0,,,https://www.youtube.com/results?search_query=Steve+Settle+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Steve+Settle+G+League+basketball+highlights,Steve Settle G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Steve+Settle%22+basketball,https://www.google.com/search?q=%22Steve+Settle%22+%22G+League%22+official+basketball+stats,414,1.4414013142012192,2025-2026
415,Trentyn Flowers,trentynflowers,2025-2026,G League,WCB,pasted_stats_table,1.4411930487657674,1.0,0.392216639507514,0.0,0.5,common CBA source league/pathway; efficient scoring profile,3,27.666666666666668,11.3,0.2685555555555556,0.6443886861313869,0.5,0.6,0.6,,,,,,https://www.youtube.com/results?search_query=Trentyn+Flowers+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Trentyn+Flowers+G+League+basketball+highlights,Trentyn Flowers G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Trentyn+Flowers%22+basketball,https://www.google.com/search?q=%22Trentyn+Flowers%22+%22G+League%22+official+basketball+stats,415,1.4411930487657674,2025-2026
416,Kyle Rose,kylerose,2025-2026,G League,TOT,pasted_stats_table,1.4392336366105378,1.0,0.277934546442151,0.0,0.5,common CBA source league/pathway,29,23.103448275862068,11.8,0.335,0.5534709193245779,0.398,0.374,0.786,,,,,,https://www.youtube.com/results?search_query=Kyle+Rose+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kyle+Rose+G+League+basketball+highlights,Kyle Rose G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kyle+Rose%22+basketball,https://www.google.com/search?q=%22Kyle+Rose%22+%22G+League%22+official+basketball+stats,416,1.4392336366105378,2025-2026
417,Matthew Moncrieffe,matthewmoncrieffe,2025-2026,G League,MCC,pasted_stats_table,1.4378136052266282,1.0,0.31714330979540106,0.0,0.5,common CBA source league/pathway; efficient scoring profile,19,15.578947368421051,11.9,0.2821111111111111,0.6570229681978799,0.576,0.0,0.55,,,24.0,,,https://www.youtube.com/results?search_query=Matthew+Moncrieffe+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Matthew+Moncrieffe+G+League+basketball+highlights,Matthew Moncrieffe G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Matthew+Moncrieffe%22+basketball,https://www.google.com/search?q=%22Matthew+Moncrieffe%22+%22G+League%22+official+basketball+stats,417,1.4378136052266282,2025-2026
418,Tony Carr,tonycarr,2025-2026,G League,GRG,pasted_stats_table,1.434738766672702,1.0,0.22239951113525258,0.0,0.5,common CBA source league/pathway; efficient scoring profile,4,8.0,12.4,0.3245555555555555,0.5857898715041573,0.333,0.6,1.0,,,,,,https://www.youtube.com/results?search_query=Tony+Carr+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tony+Carr+G+League+basketball+highlights,Tony Carr G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tony+Carr%22+basketball,https://www.google.com/search?q=%22Tony+Carr%22+%22G+League%22+official+basketball+stats,418,1.434738766672702,2025-2026
419,Johnny O'Neil,johnnyoneil,2025-2026,G League,BIR,pasted_stats_table,1.433488872291629,1.0,0.27884437805540463,0.0,0.5,common CBA source league/pathway,35,26.057142857142857,11.4,0.3431111111111111,0.5204528853177502,0.373,0.335,0.619,,,23.0,,,https://www.youtube.com/results?search_query=Johnny+O%27Neil+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Johnny+O%27Neil+G+League+basketball+highlights,Johnny O'Neil G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Johnny+O%27Neil%22+basketball,https://www.google.com/search?q=%22Johnny+O%27Neil%22+%22G+League%22+official+basketball+stats,419,1.433488872291629,2025-2026
420,Ben Coupet,bencoupet,2025-2026,G League,GRG,pasted_stats_table,1.4331069693403344,1.0,0.25465009958355966,0.0,0.5,common CBA source league/pathway,24,20.58333333333333,11.8,0.3337777777777778,0.5557648831951771,0.445,0.278,0.737,,,,,,https://www.youtube.com/results?search_query=Ben+Coupet+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ben+Coupet+G+League+basketball+highlights,Ben Coupet G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ben+Coupet%22+basketball,https://www.google.com/search?q=%22Ben+Coupet%22+%22G+League%22+official+basketball+stats,420,1.4331069693403344,2025-2026
421,Ibou Badji,iboubadji,2025-2026,G League,TOT,pasted_stats_table,1.4296394456515178,1.0,0.3590688937171827,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,19,16.157894736842106,12.0,0.2218888888888889,0.823271130625686,0.712,,0.652,,,,,,https://www.youtube.com/results?search_query=Ibou+Badji+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ibou+Badji+G+League+basketball+highlights,Ibou Badji G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ibou+Badji%22+basketball,https://www.google.com/search?q=%22Ibou+Badji%22+%22G+League%22+official+basketball+stats,421,1.4296394456515178,2025-2026
422,Rahsool Diggins,rahsooldiggins,2025-2026,G League,TOT,pasted_stats_table,1.428036483795039,1.0,0.2348126018468224,0.0,0.5,common CBA source league/pathway; high usage proxy,14,10.857142857142858,9.7,0.5013333333333334,0.3452448747152619,0.268,0.138,0.857,,,23.0,,,https://www.youtube.com/results?search_query=Rahsool+Diggins+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Rahsool+Diggins+G+League+basketball+highlights,Rahsool Diggins G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Rahsool+Diggins%22+basketball,https://www.google.com/search?q=%22Rahsool+Diggins%22+%22G+League%22+official+basketball+stats,422,1.428036483795039,2025-2026
423,KJ Jones II,kjjones,2025-2026,G League,STO,pasted_stats_table,1.4278907296759007,1.0,0.32922958537026975,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,20.4,11.1,0.2943333333333333,0.6382244710211592,0.369,0.333,0.754,,,,,,https://www.youtube.com/results?search_query=KJ+Jones+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=KJ+Jones+II+G+League+basketball+highlights,KJ Jones II G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22KJ+Jones+II%22+basketball,https://www.google.com/search?q=%22KJ+Jones+II%22+%22G+League%22+official+basketball+stats,423,1.4278907296759007,2025-2026
424,Cameron Martin,cameronmartin,2025-2026,G League,WIS,pasted_stats_table,1.4275449333091919,1.0,0.31873528879232305,0.0,0.5,common CBA source league/pathway; efficient scoring profile,12,20.33333333333333,10.9,0.3194444444444444,0.6193181818181818,0.462,0.429,0.647,,,,,,https://www.youtube.com/results?search_query=Cameron+Martin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cameron+Martin+G+League+basketball+highlights,Cameron Martin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cameron+Martin%22+basketball,https://www.google.com/search?q=%22Cameron+Martin%22+%22G+League%22+official+basketball+stats,424,1.4275449333091919,2025-2026
425,Esteban Roacho,estebanroacho,2025-2026,G League,MXC,pasted_stats_table,1.4258398138089203,1.0,0.17091481079123663,0.0,0.5,common CBA source league/pathway,24,3.75,11.6,0.4044444444444444,0.4769736842105262,0.385,0.125,0.8,,,24.0,,,https://www.youtube.com/results?search_query=Esteban+Roacho+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Esteban+Roacho+G+League+basketball+highlights,Esteban Roacho G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Esteban+Roacho%22+basketball,https://www.google.com/search?q=%22Esteban+Roacho%22+%22G+League%22+official+basketball+stats,425,1.4258398138089203,2025-2026
426,Max Klesmit,maxklesmit,2025-2026,G League,SLC,pasted_stats_table,1.4248995488562979,1.0,0.29570930653630273,0.0,0.5,common CBA source league/pathway; efficient scoring profile,26,16.115384615384617,11.4,0.2918888888888888,0.6327708703374779,0.436,0.403,0.875,,,23.0,,,https://www.youtube.com/results?search_query=Max+Klesmit+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Max+Klesmit+G+League+basketball+highlights,Max Klesmit G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Max+Klesmit%22+basketball,https://www.google.com/search?q=%22Max+Klesmit%22+%22G+League%22+official+basketball+stats,426,1.4248995488562979,2025-2026
427,Trevon Duval,trevonduval,2025-2026,G League,GBO,pasted_stats_table,1.424279405818094,1.0,0.2072954010501539,0.0,0.389,common CBA source league/pathway; data warning: low_performance_stat_coverage,2,9.5,11.4,0.4222222222222222,0.5,0.5,,,,,27.0,,,https://www.youtube.com/results?search_query=Trevon+Duval+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Trevon+Duval+G+League+basketball+highlights,Trevon Duval G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Trevon+Duval%22+basketball,https://www.google.com/search?q=%22Trevon+Duval%22+%22G+League%22+official+basketball+stats,427,1.424279405818094,2025-2026
428,Yuri Collins,yuricollins,2025-2026,G League,LIN,pasted_stats_table,1.42391807592492,1.0,0.31751674814412456,0.0,0.444,common CBA source league/pathway; high usage proxy; data warning: low_performance_stat_coverage,2,26.0,9.0,0.4805555555555555,0.3813559322033898,0.294,0.3,,,,24.0,,,https://www.youtube.com/results?search_query=Yuri+Collins+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Yuri+Collins+G+League+basketball+highlights,Yuri Collins G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Yuri+Collins%22+basketball,https://www.google.com/search?q=%22Yuri+Collins%22+%22G+League%22+official+basketball+stats,428,1.42391807592492,2025-2026
429,Tyler Polley,tylerpolley,2025-2026,G League,CPS,pasted_stats_table,1.4235991082744885,1.0,0.31806309976462066,0.0,0.5,common CBA source league/pathway; efficient scoring profile,29,20.17241379310345,11.4,0.2643333333333333,0.639300134589502,0.489,0.324,0.783,,,,,,https://www.youtube.com/results?search_query=Tyler+Polley+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tyler+Polley+G+League+basketball+highlights,Tyler Polley G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tyler+Polley%22+basketball,https://www.google.com/search?q=%22Tyler+Polley%22+%22G+League%22+official+basketball+stats,429,1.4235991082744885,2025-2026
